"","animal_project_code","acoustic_tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"153","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-29 22:18:00,2019-01-01 07:09:00,2842
"154","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-01 18:29:00,2019-01-05 02:43:00,4042
"155","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-05 18:12:00,2019-01-08 23:43:00,4175
"156","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-09 13:15:00,2019-01-12 03:14:00,3345
"157","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-12 20:48:00,2019-01-14 00:45:00,1511
"158","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-14 02:02:00,2019-01-14 08:20:00,172
"159","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-14 17:26:00,2019-01-15 21:42:00,1546
"160","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-16 01:15:00,2019-01-16 01:43:00,6
"161","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-16 18:13:00,2019-01-23 07:17:00,8396
"162","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-24 03:28:00,2019-01-26 08:50:00,2915
"163","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-01-30 07:55:00,2019-02-01 12:15:00,2683
"164","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-01 22:35:00,2019-02-04 09:27:00,3229
"165","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-04 21:46:00,2019-02-06 13:23:00,2151
